accuracy,precision,recall,f1_score,tp,tn,fp,fn,feature_method,model,seed,split_ratio,train_size,test_size,extraction_time,method,feature_size,train_time,threshold,pred_time,dataset
0.9972231296961778,0.999113867966327,0.9933920704845814,0.996244753700022,2255,3850,2,15,tf-idf_ngram,XGBoost,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.1204016861592066,0.5,0.0011802770350887,SQLiV3.tsv
0.9199607971251224,0.8284132841328413,0.9889867841409692,0.9016064257028112,2245,3387,465,25,tf-idf_ngram,MultinomialNB,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0008108072864777,0.5,0.000824414573796,SQLiV3.tsv
0.9980398562561256,1.0,0.9947136563876652,0.9973498233215548,2258,3852,0,12,tf-idf_ngram,SVM_RBF,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,6.644554919955339,0.5,1.82519100572365,SQLiV3.tsv
0.9926494609604704,0.9991027366532076,0.981057268722467,0.9899977772838408,2227,3850,2,43,tf-idf_ngram,MLPClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,2.236649829868974,0.5,0.0053290009785508,SQLiV3.tsv
0.9836654688010454,0.983942908117752,0.9718061674008812,0.977836879432624,2206,3816,36,64,tf-idf_ngram,KNeighborsClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0003047857217946,0.5,31.312970014867332,SQLiV3.tsv
0.9578569095066972,0.9859903381642512,0.8991189427312776,0.940552995391705,2041,3823,29,229,tf-idf_ngram,NearestCentroid,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0010062331433517,0.5,0.0011736571354312,SQLiV3.tsv
0.8213002286834368,0.6822690638561686,0.9696035242290748,0.8009461426491994,2201,2827,1025,69,tf-idf_ngram,RadiusNeighborsClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0002962375534684,0.5,31.54125988664232,SQLiV3.tsv
0.9970597843841882,1.0,0.9920704845814978,0.9960194604157452,2252,3852,0,18,tf-idf_ngram,SVC-GC,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,15.376784992160204,0.5,3.125568572523079,SQLiV3.tsv
0.934498529892192,1.0,0.8233480176211454,0.9031166948538294,1869,3852,0,401,tf-idf_ngram,NuSVC,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,16.46912922722315,0.5,6.282944453770127,SQLiV3.tsv
0.9983665468801044,1.0,0.9955947136563876,0.9977924944812362,2260,3852,0,10,tf-idf_ngram,LinearSVC,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0091116304976429,0.5,0.0003463409068863,SQLiV3.tsv
0.9888925187847108,0.9954995499549956,0.9744493392070483,0.9848619768477292,2212,3842,10,58,tf-idf_ngram,DecisionTreeClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0767557171979928,0.5,0.0005593923553678,SQLiV3.tsv
0.9944462593923554,0.9964476021314388,0.988546255506608,0.9924812030075189,2244,3844,8,26,tf-idf_ngram,AdaBoostClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.9564697675494942,0.5,0.026962088377783,SQLiV3.tsv
0.99640640313623,0.9991119005328596,0.9911894273127754,0.9951348960636884,2250,3850,2,20,tf-idf_ngram,BaggingClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,3.068907680320919,0.5,0.0114797262283366,SQLiV3.tsv
0.9980398562561256,1.0,0.9947136563876652,0.9973498233215548,2258,3852,0,12,tf-idf_ngram,ExtraTreesClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.8279168364427707,0.5,0.0568807799737548,SQLiV3.tsv
0.9973864750081672,1.0,0.9929515418502204,0.9964633068081344,2254,3852,0,16,tf-idf_ngram,RidgeClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0279678773633107,0.5,0.0003485555362901,SQLiV3.tsv
0.9972231296961778,1.0,0.992511013215859,0.9962414326774264,2253,3852,0,17,tf-idf_ngram,SGDClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0059941359893946,0.5,0.0003336189199562,SQLiV3.tsv
0.9977131656321464,0.9973544973544972,0.99647577092511,0.996914940502424,2262,3846,6,8,tf-idf_ngram,Perceptron,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.005099505820325,0.5,0.0003230441035352,SQLiV3.tsv
0.995753021888272,0.9991103202846976,0.9894273127753304,0.9942452412571934,2246,3850,2,24,tf-idf_ngram,LogisticRegression,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0300472635289662,0.5,0.0003237486044897,SQLiV3.tsv
0.998203201568115,0.9986754966887416,0.99647577092511,0.997574421168688,2262,3849,3,8,tf-idf_ngram,PassiveAggressiveClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.0064508570677637,0.5,0.0003176466883602,SQLiV3.tsv
0.9972231296961778,0.999113867966327,0.9933920704845814,0.996244753700022,2255,3850,2,15,tf-idf_ngram,OneVsRestClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.1201216687634153,0.5,0.0013026045419322,SQLiV3.tsv
0.9972231296961778,0.999113867966327,0.9933920704845814,0.996244753700022,2255,3850,2,15,tf-idf_ngram,OneVsOneClassifier,13,0.2,24487,6122,3.245692482974846,tf-idf_ngram,29157,0.1186208995795268,0.5,0.0033322522052822,SQLiV3.tsv
